BusVoltage_0,BusVoltage_1,BusVoltage_10,BusVoltage_11,BusVoltage_12,BusVoltage_13,BusVoltage_14,BusVoltage_2,BusVoltage_3,BusVoltage_4,BusVoltage_5,BusVoltage_6,BusVoltage_7,BusVoltage_8,BusVoltage_9,LineLoading_0,LineLoading_1,LineLoading_10,LineLoading_11,LineLoading_12,LineLoading_13,LineLoading_14,LineLoading_2,LineLoading_3,LineLoading_4,LineLoading_5,LineLoading_6,LineLoading_7,LineLoading_8,LineLoading_9,SwitchClosed_0,SwitchClosed_1,SwitchClosed_2,SwitchClosed_3,SwitchClosed_4,SwitchClosed_5,SwitchClosed_6,SwitchClosed_7,BusCycles_1,BusCycles_2,BusCycles_3,BusCycles_4,BusCycles_5,BusCycles_6,BusCycles_7,BusCycles_8,BusCycles_9,BusCycles_10,BusCycles_11,BusCycles_12,BusCycles_13,BusCycles_14,BusCycles_0,NumCycles,PercNodesInCycles,MeanCycleLength,MaxCycleLength,MinCycleLength,Load,Generation,SeqNumber,run
1.03,0.9923225351790641,0.9804870038335725,0.9803407700373993,0.9975766788101927,0.9934398822800249,0.9910630399007847,0.9874153574739977,0.9794027161410161,0.9776133458318421,0.9762923831569157,0.9752047719358042,0.9885042085207796,0.9819421177499634,0.9815637514751164,73.53225166021798,76.41136556438391,16.0278757486943,15.041324178583565,0.17703869334914832,0.36335819076959835,0.07446114819599073,68.53144726794969,56.44356202836769,15.313261583973603,128.2624304480861,28.407134299580548,30.770782339050136,9.707888982017916,121.93933521080484,True,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,0,0
1.03,0.992324653530028,0.9804995532549591,0.9803533544534074,0.9975787222955375,0.9934427950293417,0.9910664528285648,0.9874210047422189,0.9794141063240279,0.9776250773810328,0.9763043496329744,0.9752170103075576,0.9885163537760139,0.98195430349158,0.9815760826855972,73.55204056033661,76.43041890749831,16.024625046286378,15.03825777071064,0.17704091508437075,0.36336285511758,0.07446140461887095,68.51477936709173,56.430944718371556,15.308287519859803,128.2615841584565,28.40803728540349,30.76258080840381,9.704828073183682,121.95708978923743,True,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,1,0
1.03,0.9923260682593742,0.9805079369199463,0.9803617614984884,0.9975800872719447,0.9934447407911149,0.9910687327768947,0.9874247770854121,0.9794217154876224,0.9776329146090261,0.9763123438142544,0.9752251861418452,0.9885244674206914,0.9819624441793188,0.9815843205629038,73.56527224164867,76.44315899349785,16.022453370598424,15.036209214856763,0.17704239933968458,0.3633659711507797,0.0744615759153132,68.50364380674031,56.42251524794328,15.30496455243813,128.26101887029583,28.408644634616653,30.757101500695004,9.70278314797737,121.96895217719266,True,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,2,0
1.03,0.9923274850290297,0.9805163344402694,0.9803701824386051,0.9975814543153867,0.9934466895918035,0.9910710163237634,0.9874285554464912,0.9794293371946916,0.9776407647738724,0.9763203512030518,0.9752333754944136,0.9885325944663609,0.9819705983112318,0.9815925720482546,73.57853453064101,76.45592872202131,16.020278234993178,15.0341573923428,0.177043886027119,0.36336909232510045,0.07446174748551411,68.4924891473152,56.41407129907792,15.301636047507063,128.26045267788916,28.40925604918339,30.751613029622977,9.700734814597173,121.98083487201244,True,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,4,0
1.03,0.9923173119289748,0.9804829115432909,0.980336776151454,0.9975828236364543,0.9934486417519288,0.9910733038525514,0.9874088232382624,0.9793951235387149,0.9776042684354849,0.9762817183456729,0.9751887354446065,0.9884992344238572,0.9819369979158726,0.9815590514340656,73.67217807595898,76.54992727046516,16.01809922947215,15.032101918829134,0.1770453753520565,0.36335671046170126,0.0744619193532312,68.50980983531105,56.43124040114805,15.33778925305343,128.26527066743202,28.411184017752003,30.74744593771577,9.699108606388172,121.99795956216408,False,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,5,0
1.03,0.9959803093714811,0.988445972462216,0.9882957185726382,0.9941732008659916,0.9911132499587993,0.9894266384324928,0.9926102723016331,0.9868208247934498,0.9850521337668555,0.9837380762806816,0.9826480847303773,0.9964304587273578,0.9899052422274286,0.9895254754338617,34.1376678270178,37.36005550059417,32.98613285477247,32.560311069389805,0.18089200531172028,0.3651044336148697,30.514035790857243,67.89463167128635,56.01357622195429,15.256550018065717,127.24168146472125,28.528331734241487,30.628275675146,9.762211470700178,86.90162347914224,False,True,True,False,True,True,True,True,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.5333333333333333,8.0,8,8,1.21,2.16,6,0
1.03,0.9924537685779407,0.9796454305011117,0.9794938156405466,0.9975730840039828,0.9934286840975982,0.9910470630427516,0.9877310599690872,0.9800077075925896,0.9789209730419455,0.9782346838973963,0.9788913475161289,0.9858241906539923,0.9811181648523637,0.980734831609304,73.08141388894379,75.93787971622618,16.060317546040025,15.074352502993808,38.865267310816215,0.362831950497733,0.07371396367218941,47.127215895688806,42.98580199165756,39.97709943317911,89.89718462573775,28.800152588286377,30.899921239420657,9.847998511016687,86.79356743683903,False,False,True,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,7,0
1.03,0.9923397317459375,0.9805766730986261,0.9804306195845143,0.9975807042003091,0.9934425845375828,0.991064778995602,0.9874570435172848,0.9794836494883943,0.9776960415269385,0.9763762939208431,0.9752900786062607,0.9885916338853629,0.9820299165366576,0.9816522928648789,73.58656146899149,76.46148912685388,16.034833477109125,15.049100505951671,0.1770541799287441,0.36339149305320884,0.07412344877588922,68.44596747577967,56.37874437395752,15.287882552906396,128.25475569057508,28.41091044303835,30.72870819560267,9.69223186285149,122.01001600059891,True,False,False,True,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,8,0
1.03,0.9924435173278856,0.9796404673368009,0.9794942825795541,0.9975883268847499,0.9934564885630499,0.9910824991622195,0.987712175840846,0.979975990018372,0.9788834337537209,0.9782008488671081,0.9788673276207563,0.9857908238282832,0.9810949643393083,0.9807170379116872,73.19948781555391,76.05593987837777,16.00933934013572,15.023838638835471,38.86316283580769,0.36304444470063246,0.07446261022325235,47.26831280948275,42.93339864009039,39.932496689911915,89.9005627026927,28.44122900552412,30.753255498438577,9.699786351618375,86.75238141247456,False,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,9,0
1.03,0.9923427494808974,0.9805654263701664,0.9804140241729626,0.9975834670437504,0.9934465243120747,0.9910693959886556,0.9874649170534779,0.9794994107597521,0.9777173520090248,0.9763934687964169,0.9752953558229037,0.9886112280940829,0.9820360192943521,0.9816533562598349,73.61185864924701,76.4857941406263,16.030441160683047,15.044957548920546,0.17947250184306632,0.3623858344910804,0.07412385146871969,68.37070759581451,56.40744394720024,15.358723923879422,128.25009374290644,28.77424674059854,30.854970664767812,9.832885755044659,122.09131487559435,False,True,True,False,True,False,True,True,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.5333333333333333,8.0,8,8,1.21,2.16,10,0
1.03,0.9923507410934704,0.9806005359062319,0.9804491616370249,0.9975786101268065,0.9934365643214333,0.9910562978496579,0.9874820550594555,0.9795308259378308,0.9777490454291102,0.9764253556683333,0.9753274559825095,0.9886458521574484,0.9820708403283639,0.9816882871791902,73.58004897446231,76.45299598799105,16.051544355399088,15.066078116588336,0.1794787874896639,0.36239758149437784,0.07378554063524391,68.3576890997739,56.39749367234863,15.354989160283722,128.2460975236699,28.774056445451446,30.848583942972578,9.830570991982915,122.08472647917763,False,True,True,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,11,0
1.03,0.9923517516779894,0.9806165858573946,0.9804679324787702,0.9975799995659402,0.9934385459048173,0.9910586201618269,0.9874850572200313,0.9795371095357717,0.977755445693636,0.976436375235818,0.975350931576615,0.9886392449048532,0.982077731780618,0.981697893163029,73.59678634190928,76.46925531420884,16.04933802425846,15.063997222992468,0.1770652271768267,0.36290769248587784,0.07378605841007385,68.3476720897709,56.342889014383395,15.273950511993563,128.25055947473925,28.593870971186835,30.774525398358055,9.756153178437783,122.09697868768593,True,False,False,False,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,12,0
1.03,0.9923403521621033,0.9805926887352332,0.9804467497395626,0.9975938775230989,0.9934644045970563,0.9910917762609666,0.9874628991668843,0.9794986351648648,0.9777121405129022,0.9763931568571039,0.9753078361033012,0.9886064889407287,0.9820447389429819,0.9816675981419886,73.69952388357332,76.57243248741165,16.00050071838982,15.015501061097968,0.17705740362364653,0.3633974716077011,0.07446330723799809,68.3910453563958,56.33727838350121,15.271370184276345,128.25530701182288,28.414957182877558,30.701700854325654,9.682107896341305,122.0889239020225,True,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,13,0
1.03,0.9923385437228935,0.9805722900875415,0.9804227758923431,0.997591111836719,0.9934584384118822,0.9910838339540297,0.9874601080707331,0.9794945472485109,0.9777100341681503,0.976386735413148,0.9752893161196753,0.988606820780781,0.982036002355911,0.9816554658625103,73.73535974572613,76.60801324820319,16.013821071606934,15.028875665190464,0.17947851232397108,0.3627216729177314,0.07423812668831588,68.36237404015036,56.37535695391531,15.345851249621717,128.25369213046835,28.65728747098521,30.788051203828484,9.776728738306943,122.13033729512482,False,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,14,0
1.03,0.992337480580331,0.9805736391788905,0.9804241706459065,0.9975897509308238,0.9934544761511238,0.9910782403322509,0.987459822147632,0.9794958957812382,0.9777117484265855,0.9763917259845546,0.9753028439052569,0.9886032475840875,0.9820368763228898,0.9816565331452782,73.79023973304989,76.662170194279,16.024912005543047,15.040147704449671,0.17786241883393772,0.3629097596314387,0.07400911266215822,68.34102644637426,56.32812057845874,15.287446129500351,128.2561946111002,28.659086199739665,30.777318145975187,9.772721361714455,122.16510891883514,True,False,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,16,0
1.03,0.9932765374420981,0.9822420606742202,0.9820342352329552,0.9967445866351177,0.9928890767526224,0.9906918827523903,0.9888109430653342,0.981445731714197,0.979775353445622,0.9784567014119816,0.977365539423972,0.9904580451202066,0.9838977972188652,0.9834606816050034,63.79088863825666,66.74603508030746,20.26316525438898,19.419189995519787,0.17920422813194062,11.81370762362488,7.706574876375234,61.23335268593534,56.211147413640504,15.280961571687941,128.0173080377986,32.240926462116455,41.09268796591599,20.75573041184048,101.85150893169353,False,True,True,False,False,True,True,True,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.5333333333333333,8.0,8,8,1.21,2.16,18,0
1.03,0.9923451093845692,0.9806194951459608,0.9804710236045153,0.9975943405155295,0.9934605191115027,0.9910850859615188,0.987479064678626,0.9795338748571907,0.9777502595829392,0.976431266796502,0.9753441661321237,0.9886438275183413,0.9820787438405313,0.9816996779756201,73.8330429602412,76.70279888513409,16.019846612681587,15.035572934259841,0.17766842847208392,0.3630881129608572,0.0740110331245362,68.29890071751518,56.28906732477396,15.267152973035659,128.25320527079396,28.601242472924564,30.731592476931585,9.740102404475582,122.20426902312425,True,False,False,False,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,20,0
1.03,0.9935715499698086,0.9832993717454315,0.9831522643782217,0.9964687622598447,0.9927122217556344,0.9905781511903506,0.9892198553368101,0.9820180451708115,0.9802384946533543,0.978921472142314,0.9778325989322206,0.991304830495548,0.9847510210065251,0.9843741297931595,60.60240407157547,63.5870766267552,21.67212341897485,20.875720447051126,0.17915678747639477,0.3639992168150596,10.260951755906632,68.11394800375815,56.147572807798014,15.254079384827085,127.91040171767948,28.460515288937653,30.614015710594543,9.685318452864236,110.41458059466179,False,True,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,22,0
1.03,0.9923681715740309,0.9807041621742877,0.9805530765527961,0.9975954540411612,0.9934605940712626,0.9910844624496612,0.9875286432407895,0.9796248735993872,0.9778459146740772,0.9765241659209957,0.975428512030752,0.9887461422483413,0.9821714628448354,0.9817901113922805,73.74538367764173,76.61221361611125,16.024782262527857,15.040837446697749,0.17949699417442727,0.36243348558864624,0.07379310067003098,68.21986123037846,56.29331724307575,15.314117588127003,128.2391195775269,28.782019181177905,30.78112712637644,9.805657294622975,122.23148683663281,False,True,True,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,23,0
1.03,0.9923696311684906,0.9807128520121845,0.9805617906036707,0.9975968653908129,0.9934626082491678,0.991086823506122,0.9875325484753908,0.9796327599239721,0.9778540376984256,0.9765324517715605,0.9754369862746738,0.9887545522581715,0.9821799007156313,0.9817986500667509,73.75930843078189,76.62562439433808,16.02253838478742,15.038721124220306,0.1794985209275818,0.3624364963432908,0.07379373462986652,68.20829975043023,56.28457858789873,15.310690070092637,128.23853472764293,28.782707983851534,30.775469556355397,9.803567960138638,122.24379962873127,False,True,True,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.21,2.16,24,0
1.03,0.9545490908916062,0.8892210627798117,0.8889242854213149,0.9679733778851867,0.9604596686072789,0.956152137997107,0.9312436120077819,0.894212587002936,0.8909401525353465,0.8885919062458398,0.8863376569377207,0.8989246509664074,0.8924482193523332,0.8912839486059194,151.66803024656966,154.2723794620269,29.071283115717378,27.233411953505293,0.16090575591977394,0.3294751483626075,0.07183820119847235,121.24608599783377,96.37146291259879,31.606523574411643,129.938921789856,66.43103341670424,57.893413929159635,19.542007359764494,96.84309027649537,True,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2.11,2.02,0,1
1.03,0.9545550344560918,0.8892421147579795,0.8889453868415031,0.9679776452484697,0.9604650091848477,0.9561580962540321,0.9312547955243495,0.8942320155938267,0.8909600650463397,0.8886121522551768,0.8863582856027813,0.8989450900078204,0.8924687530949331,0.8913046898818899,151.63648090163548,154.24133182118996,29.067277111574587,27.22962629285629,0.16090950083337144,0.3294829694832731,0.07183864885749532,121.22341394807259,96.35426851173656,31.599614460050567,129.9368965439804,66.41966782789926,57.88214746123141,19.537793347445874,96.85741745959147,True,False,False,True,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2.11,2.02,1,1
1.03,0.9546046458483218,0.8907114290284012,0.8905885309787076,0.9679819178171678,0.9604703564924857,0.9561640621187633,0.9313669692999591,0.894442220009815,0.8908504675053364,0.8885025338975139,0.8862487051782675,0.8998380641053497,0.8933679099771895,0.8923703705255319,151.2348637777544,153.8408166250376,29.063265727994462,27.225835545946314,0.16088960761898943,37.70325860076007,0.07183909708900059,113.13456265450064,96.35126261262708,31.59735806983872,129.8088803624765,66.30664958446609,77.69774746201118,47.279239345369184,59.47922540846863,True,False,True,True,False,True,True,True,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.4,6.0,6,6,2.11,2.02,2,1
1.03,0.9546106088015178,0.8907318203348029,0.8906088687011919,0.9679861939047933,0.9604757084187304,0.9561700332356248,0.9313781965016843,0.89446173076066,0.8908706530182735,0.8885230543752715,0.8862696098873741,0.8998581872614689,0.893388125279134,0.892390692857194,151.20319150398552,153.8096484421732,29.05925055243637,27.222041210613284,0.1608934026549439,37.70846886002956,0.07183954571452361,113.10741142144312,96.33400017895198,31.590423726141765,129.80690799268345,66.2975442055208,77.69472272360436,47.28299990126851,59.48837021890494,True,False,True,True,False,True,True,True,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.4,6.0,6,6,2.11,2.02,3,1
